"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN"
"8","8.2","8.2.1","C080201","Annual growth rate of real GDP per employed person","SL_EMP_PCAP","SD","Growth rate of real GDP per employed person","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","7.06","M, 11, 120, 219","7.49","M, 12, 120, 219","8.09","M, 13, 120, 219","8.98","M, 14, 120, 219","9.19","M, 15, 120, 219","10.33","M, 16, 120, 219","11.94","M, 17, 120, 219","13.23","M, 18, 120, 219","9.68","M, 19, 120, 219","8.69","M, 20, 120, 219","10.29","M, 21, 120, 219","8.74","M, 22, 120, 219","7.17","M, 23, 120, 219","7.18","M, 24, 120, 219","6.88","M, 25, 120, 219","6.49","M, 26, 120, 219","6.39","M, 27, 120, 219"
"8","8.4","8.4.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","5.81","C, 11, 121","6.44","C, 12, 121","6.71","C, 13, 121","7.61","C, 14, 121","8.29","C, 15, 121","8.63","C, 16, 121","9.72","C, 17, 121","10.59","C, 18, 121","11.45","C, 19, 121","13.62","C, 20, 121","14.76","C, 21, 121","","","","","","","","","","","",""
"8","8.4","8.4.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","5.17","C, 11, 121","5.32","C, 12, 121","5.11","C, 13, 121","5.30","C, 14, 121","5.28","C, 15, 121","4.97","C, 16, 121","4.99","C, 17, 121","4.79","C, 18, 121","4.76","C, 19, 121","5.22","C, 20, 121","5.14","C, 21, 121","","","","","","","","","","","",""
"8","8.4","8.4.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","7,441,999,872.00","C, 11, 121","8,291,999,744.00","C, 12, 121","8,689,999,872.00","C, 13, 121","9,916,999,680.00","C, 14, 121","10,862,000,128.00","C, 15, 121","11,377,999,872.00","C, 16, 121","12,890,000,384.00","C, 17, 121","14,129,999,872.00","C, 18, 121","15,370,000,384.00","C, 19, 121","18,410,000,384.00","C, 20, 121","20,070,000,640.00","C, 21, 121","","","","","","","","","","","",""
"8","8.4","8.4.2","C200203","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","EN_MAT_DOMCMPC","SD","Domestic material consumption per capita","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","7.14","C, 11, 121","7.59","C, 12, 121","8.13","C, 13, 121","9.18","C, 14, 121","10.30","C, 15, 121","11.11","C, 16, 121","12.34","C, 17, 121","13.39","C, 18, 121","13.92","C, 19, 121","15.95","C, 20, 121","17.35","C, 21, 121","","","","","","","","","","","",""
"8","8.4","8.4.2","C200203","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","EN_MAT_DOMCMPG","SD","Domestic material consumption per unit of GDP","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","6.37","C, 11, 121","6.28","C, 12, 121","6.21","C, 13, 121","6.41","C, 14, 121","6.57","C, 15, 121","6.40","C, 16, 121","6.35","C, 17, 121","6.07","C, 18, 121","5.79","C, 19, 121","6.12","C, 20, 121","6.06","C, 21, 121","","","","","","","","","","","",""
"8","8.4","8.4.2","C200203","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","EN_MAT_DOMCMPT","SD","Domestic material consumption","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","9,144,244,224.00","C, 11, 121","9,771,886,592.00","C, 12, 121","10,527,994,880.00","C, 13, 121","11,956,709,376.00","C, 14, 121","13,492,370,432.00","C, 15, 121","14,642,280,448.00","C, 16, 121","16,368,317,440.00","C, 17, 121","17,872,769,024.00","C, 18, 121","18,697,312,256.00","C, 19, 121","21,555,126,272.00","C, 20, 121","23,590,995,968.00","C, 21, 121","","","","","","","","","","","",""
"8","8.10","8.10.1","C081001","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","FB_ATM_TOTL","SD","Number of automated teller machines (ATMs) per 100,000 adults","M49_ASI_EA","CHN","China","","","","Annual","Not available","15 years old and over","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.58","C, 17, 122","11.91","C, 18, 122","15.45","C, 19, 122","19.62","C, 20, 122","24.54","C, 21, 122","29.99","C, 22, 122","37.12","C, 23, 122","46.24","C, 24, 122","54.44","C, 25, 122","76.37","C, 26, 122","",""
"8","8.10","8.10.1","C081001","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","FB_CBK_BRCH","SD","Number of commercial bank branches per 100,000 adults","M49_ASI_EA","CHN","China","","","","Annual","Not available","15 years old and over","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.64","C, 23, 122","7.73","C, 24, 122","7.97","C, 25, 122","8.45","C, 26, 122","",""
"8","8.10","8.10.2","C081002","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","FB_BNK_ACCSS","SD","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","M49_ASI_EA","CHN","China","","","","Annual","Other","15 years old and over","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.61","NA, 22","","","","","83.62","NA, 25","","","",""
"8","8.a","8.a.1","C080a01","Aid for Trade commitments and disbursements","DC_TOF_TRDCML","SD","Total official flows commitments for Aid for Trade, by recipient","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","669.58","NA, 16, 220","520.93","NA, 17, 220","331.66","NA, 18","663.91","NA, 19","531.57","NA, 20","544.03","NA, 21","160.75","NA, 22","286.07","NA, 23","370.48","NA, 24","273.53","NA, 25","483.99","NA, 26","",""
"8","8.a","8.a.1","C080a01","Aid for Trade commitments and disbursements","DC_TOF_TRDDBML","SD","Total official flows disbursed for Aid for Trade, by recipient","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","632.16","NA, 17, 221","730.96","NA, 18, 221","754.69","NA, 19, 221","527.58","NA, 20, 221","438.13","NA, 21, 221","510.20","NA, 22, 221","475.61","NA, 23, 221","327.12","NA, 24, 221","239.67","NA, 25, 221","372.26","NA, 26, 221","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RDP_FRGHTKM","SD","Freight volume (tonne kilometres), by road transport","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6,489,321.00","E, 26","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RDP_PSSGRKM","SD","Passenger volume (passenger kilometres), by road transport","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4,501,733.00","E, 26","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RRS_FRGHTKM","SD","Freight volume (tonne kilometres), by rail transport","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2,978,705.00","E, 26","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RRS_PSSGRKM","SD","Passenger volume (passenger kilometres), by rail transport","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,220,355.00","E, 26","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_FRGHT","SD","Freight volume, by air transport","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6,292,942.00","NA, 26, 123","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_FRGHTKM","SD","Freight volume (tonne kilometres), by air transport","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19,805,630,000.00","NA, 26","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_MAILTKM","SD","Mail volume (tonne kilometres), by air transport","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","913,422,000.00","NA, 26, 123","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_PSSGR","SD","Passenger volume, by air transport","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","436,183,969.00","NA, 26, 123","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_PSSGRKM","SD","Passenger volume (passenger kilometres), by air transport","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","725,901,418,000.00","NA, 26","",""
"9","9.2","9.2.1","C090201","Manufacturing value added as a proportion of GDP and per capita","NV_IND_MANF","SD","Manufacturing value added share in GDP at constant 2010 United States dollars","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","28.29","M, 11, 124","28.33","M, 12, 124","28.62","M, 13, 124","29.91","M, 14, 124","29.58","M, 15, 124","29.15","M, 16, 124","29.68","M, 17, 124","30.21","M, 18, 124","30.69","M, 19, 124","31.17","M, 20, 124","31.95","M, 21, 124","32.16","M, 22, 124","32.42","M, 23, 124","32.27","M, 24, 124","32.14","M, 25, 124","32.15","M, 26, 124","32.11","M, 27, 124"
"9","9.2","9.2.1","C090201","Manufacturing value added as a proportion of GDP and per capita","NV_IND_MANFPC","SD","Manufacturing value added per capita at constant 2010 United States dollars","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","494.38","M, 11, 124","533.29","M, 12, 124","583.78","M, 13, 124","667.37","M, 14, 124","723.08","M, 15, 124","787.89","M, 16, 124","899.00","M, 17, 124","1,040.77","M, 18, 124","1,151.43","M, 19, 124","1,271.37","M, 20, 124","1,431.80","M, 21, 124","1,569.68","M, 22, 124","1,695.75","M, 23, 124","1,810.31","M, 24, 124","1,923.96","M, 25, 124","2,047.63","M, 26, 124","2,170.18","M, 27, 124"
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2","+","Emissions of carbon dioxide","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","3,086.20","C, 11, 125","3,242.70","C, 12, 125","3,497.30","C, 13, 125","4,052.62","C, 14, 125","4,724.22","C, 15, 125","5,358.09","C, 16, 125","5,912.88","C, 17, 125","6,468.57","C, 18, 125","6,608.48","C, 19, 125","7,026.21","C, 20, 125","7,707.05","C, 21, 125","8,465.00","C, 22, 125","8,620.97","C, 23, 125","8,979.83","C, 24, 125","9,086.96","C, 25, 125","","","",""
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2GDP","+","Emissions of carbon dioxide per unit of GDP (PPP)","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","kg CO2 equivalent per USD1 constant 2005 PPP GDP","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","C, 11, 125","0.66","C, 12, 125","0.65","C, 13, 125","0.69","C, 14, 125","0.73","C, 15, 125","0.74","C, 16, 125","0.72","C, 17, 125","0.69","C, 18, 125","0.65","C, 19, 125","0.63","C, 20, 125","0.62","C, 21, 125","0.63","C, 22, 125","0.59","C, 23, 125","0.57","C, 24, 125","0.54","C, 25, 125","","","",""
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2MVA","+","Emissions of carbon dioxide per unit of Manufacturing Value Added","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms per constant USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36","M, 11, 126","1.34","M, 12, 126","1.26","M, 13, 126","1.25","M, 14, 126","1.53","M, 15, 126","1.65","M, 16, 126","1.54","M, 17, 126","1.50","M, 18, 126","1.43","M, 19, 126","1.38","M, 20, 126","1.30","M, 21, 126","1.28","M, 22, 126","1.17","M, 23, 126","1.10","M, 24, 126","1.06","M, 25, 126","","","",""
"9","9.5","9.5.1","C090501","Research and development expenditure as a proportion of GDP","GB_XPD_RSDV","SD","Research and development (R&D) expenditure as a proportion of GDP","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.90","C, 222","0.95","C","1.06","C","1.13","C","1.22","C","1.32","C","1.38","C","1.38","C","1.46","C","1.68","C, 222","1.73","C","1.79","C","1.93","C","2.01","C","2.05","C","","","",""
"9","9.5","9.5.2","C090502","Researchers (in full-time equivalent) per million inhabitants","GB_POP_SCIERD","SD","Researchers (in full-time equivalent) per million inhabitants","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per million population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","547.00","C, 223","582.00","C, 224","631.00","C, 224","668.00","C, 224","713.00","C, 224","857.00","C, 224","932.00","C, 224","1,079.00","C, 224","1,200.00","C, 224","864.00","C, 222","903.00","C","978.00","C","1,036.00","C","1,089.00","C","1,113.00","C","","","",""
"9","9.a","9.a.1","C090a01","Total official international support (official development assistance plus other official flows) to infrastructure","DC_TOF_INFRAL","SD","Total official flows for infrastructure, by recipient","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","2,178.79","NA, 11, 208","2,313.33","NA, 12, 208","2,096.47","NA, 13, 209","1,570.42","NA, 14, 209","1,264.12","NA, 15, 209","1,263.48","NA, 16, 209","1,101.38","NA, 17, 209","1,332.67","NA, 18, 209","1,686.39","NA, 19, 209","1,325.92","NA, 20, 209","2,290.17","NA, 21, 209","1,932.18","NA, 22, 209","1,988.65","NA, 23, 209","1,897.45","NA, 24, 209","1,928.02","NA, 25, 209","2,322.05","NA, 26, 209","",""
"9","9.b","9.b.1","C090b01","Proportion of medium and high-tech industry value added in total value added","NV_IND_TECH","SD","Proportion of medium and high-tech industry value added in total value added","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","42.88","M, 11, 127","42.73","M, 12, 127","43.88","M, 13, 127","43.65","M, 14, 127","43.14","M, 15, 127","42.44","M, 16, 127","42.33","M, 17, 127","42.07","M, 18, 127","41.38","M, 19, 127","41.38","M, 20, 127","41.38","M, 21, 127","41.38","M, 22, 127","41.38","M, 23, 127","41.38","M, 24, 127","41.38","M, 25, 127","","","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_2GNTWK","SD","Proportion of population covered by at least a 2G mobile network","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.00","12","","","","","","","","","95.00","17","97.19","18, 130","98.68","19, 130","99.46","20, 130","99.46","21","99.46","22","99.46","23","99.46","24","99.50","25, 128, 226","99.50","26, 128, 226","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_3GNTWK","SD","Proportion of population covered by at least a 3G mobile network","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.59","18, 130","95.00","19, 130","","","","","","","","","","","43.59","25, 130","95.00","26, 130","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_4GNTWK","SD","Proportion of population covered by at least a 4G mobile network","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.00","25, 129, 225","85.00","26, 130","",""
"10","10.1","10.1.1","C100101","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","SI_HEI_BTN40","SD","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.23","G, 21, 227","","","8.87","G, 23, 68, 228","","","","","","","",""
"10","10.1","10.1.1","C100101","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","SI_HEI_TOTL","SD","Growth rates of household expenditure or income per capita","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.23","G, 23, 68, 228","","","","","","","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRADB","SD","Proportion of developing countries in the membership of the Asian Development Bank","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69","G, 11, 132","","","","","","","","","1.56","G, 16, 142","","","","","","","","","1.49","G, 21, 149","","","","","","","","","1.49","G, 26, 158","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRAFDB","SD","Proportion of developing countries in the membership of the African Development Bank","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.30","G, 11, 131","","","","","","","","","1.30","G, 16, 141","","","","","","","","","1.30","G, 21, 148","","","","","","","1.27","G, 25, 156","1.25","G, 26, 157","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRECOSOC","SD","Proportion of developing countries in the membership of the UN Economic and Social Council","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85","G, 11, 136","","","","","","","","","1.85","G, 16, 147","","","","","","","","","1.85","G, 21, 155","","","","","","","","","1.85","G, 26, 171","1.85","G, 27, 173"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRFSB","SD","Proportion of developing countries in the membership of the Financial Stability Board","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17","G, 21, 150","","","","","","","","","4.17","G, 26, 159","4.17","G, 27, 164"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIABD","SD","Proportion of developing countries in the membership of the Inter-American Development Bank","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","G, 11, 135","","","","","","","","","0.00","G, 16, 145","","","","","","","","","2.08","G, 21, 153","","","","","","","","","2.08","G, 26, 162","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIBRD","SD","Proportion of developing countries in the membership of the International Bank for Reconstruction and Development","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.55","G, 11, 138","","","","","","","","","0.54","G, 16, 146","","","","","","","","","0.53","G, 21, 154","","","","","","","","","0.53","G, 26, 163","0.53","G, 27, 167"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIFC","SD","Proportion of developing countries in the membership of the International Finance Corporation","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57","G, 11, 133","","","","","","","","","0.56","G, 16, 143","","","","","","","","","0.55","G, 21, 151","","","","","","","","","0.54","G, 26, 160","0.54","G, 27, 165"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIMF","SD","Proportion of developing countries in the membership of the International Monetary Fund","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","G, 11, 134","","","","","","","","","0.55","G, 16, 144","","","","","","","","","0.55","G, 21, 152","","","","","","","","","0.53","G, 26, 161","0.53","G, 27, 166"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRUNGA","SD","Proportion of developing countries in the membership of the UN General Assembly","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","G, 11, 139","","","","","","","","","0.52","G, 16, 139","","","","","","","","","0.52","G, 21, 139","","","","","","","","","0.52","G, 26, 139","0.52","G, 27, 139"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRUNSC","SD","Proportion of developing countries in the membership of the UN Security Council","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","6.67","G, 11, 137","","","","","","","","","6.67","G, 16, 169","","","","","","","","","6.67","G, 21, 170","","","","","","","","","6.67","G, 26, 172","6.67","G, 27, 174"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRWTO","SD","Proportion of developing countries in the membership of the World Trade Organisation","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","G, 11, 140","","","","","","","","","0.67","G, 16, 140","","","","","","","","","0.65","G, 21, 140","","","","","","","","","0.63","G, 26, 140","0.62","G, 27, 168"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTADB","SD","Proportion of voting rights of developing countries in the Asian Development Bank","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59","G, 11, 132","","","","","","","","","5.51","G, 16, 142","","","","","","","","","6.15","G, 21, 149","","","","","","","","","5.46","G, 26, 158","",""
